defect_ref,check_id,entity_type,entity_key,description
INJ-0710,DQ-06,claim,CLM-2026-017565,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-017565
INJ-0711,DQ-06,claim,CLM-2026-010987,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010987
INJ-0712,DQ-06,claim,CLM-2026-003871,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003871
INJ-0713,DQ-06,claim,CLM-2026-020925,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020925
INJ-0714,DQ-06,claim,CLM-2026-014507,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014507
INJ-0715,DQ-06,claim,CLM-2026-015950,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015950
INJ-0716,DQ-06,claim,CLM-2026-013756,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013756
INJ-0717,DQ-06,claim,CLM-2026-006125,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006125
INJ-0718,DQ-06,claim,CLM-2026-021259,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021259
INJ-0719,DQ-06,claim,CLM-2026-019801,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019801
INJ-0720,DQ-06,claim,CLM-2026-018596,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018596
INJ-0721,DQ-06,claim,CLM-2026-001012,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001012
INJ-0722,DQ-06,claim,CLM-2026-010214,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010214
INJ-0723,DQ-06,claim,CLM-2026-010740,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010740
INJ-0724,DQ-06,claim,CLM-2026-008362,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008362
INJ-0725,DQ-06,claim,CLM-2026-004602,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004602
INJ-0726,DQ-06,claim,CLM-2026-005254,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005254
INJ-0727,DQ-06,claim,CLM-2026-007829,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-007829
INJ-0728,DQ-06,claim,CLM-2026-005865,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005865
INJ-0729,DQ-06,claim,CLM-2026-020293,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020293
INJ-0730,DQ-06,claim,CLM-2026-021363,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021363
INJ-0731,DQ-06,claim,CLM-2026-023620,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-023620
INJ-0732,DQ-06,claim,CLM-2026-014713,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014713
INJ-0733,DQ-06,claim,CLM-2026-021122,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021122
INJ-0734,DQ-06,claim,CLM-2026-013353,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013353
INJ-0735,DQ-06,claim,CLM-2026-016785,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-016785
INJ-0736,DQ-06,claim,CLM-2026-005741,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005741
INJ-0737,DQ-06,claim,CLM-2026-003139,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003139
INJ-0738,DQ-06,claim,CLM-2026-001958,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-001958
INJ-0739,DQ-06,claim,CLM-2026-005475,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005475
INJ-0740,DQ-06,claim,CLM-2026-008204,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008204
INJ-0741,DQ-06,claim,CLM-2026-008335,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008335
INJ-0742,DQ-06,claim,CLM-2026-004073,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004073
INJ-0743,DQ-06,claim,CLM-2026-000146,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000146
INJ-0744,DQ-06,claim,CLM-2026-022660,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022660
INJ-0745,DQ-06,claim,CLM-2026-022438,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022438
INJ-0746,DQ-06,claim,CLM-2026-016448,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-016448
INJ-0747,DQ-06,claim,CLM-2026-015559,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015559
INJ-0748,DQ-06,claim,CLM-2026-008749,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008749
INJ-0749,DQ-06,claim,CLM-2026-003328,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003328
INJ-0750,DQ-06,claim,CLM-2026-016598,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-016598
INJ-0751,DQ-06,claim,CLM-2026-009678,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-009678
INJ-0752,DQ-06,claim,CLM-2026-013502,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013502
INJ-0753,DQ-06,claim,CLM-2026-017667,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-017667
INJ-0754,DQ-06,claim,CLM-2026-009936,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-009936
INJ-0755,DQ-06,claim,CLM-2026-013291,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013291
INJ-0756,DQ-06,claim,CLM-2026-008675,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008675
INJ-0757,DQ-06,claim,CLM-2026-019457,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-019457
INJ-0758,DQ-06,claim,CLM-2026-002305,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002305
INJ-0759,DQ-06,claim,CLM-2026-023557,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-023557
INJ-0760,DQ-06,claim,CLM-2026-020541,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020541
INJ-0761,DQ-06,claim,CLM-2026-010389,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010389
INJ-0762,DQ-06,claim,CLM-2026-012596,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012596
INJ-0763,DQ-06,claim,CLM-2026-024484,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024484
INJ-0764,DQ-06,claim,CLM-2026-020037,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-020037
INJ-0765,DQ-06,claim,CLM-2026-014527,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014527
INJ-0766,DQ-06,claim,CLM-2026-008896,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-008896
INJ-0767,DQ-06,claim,CLM-2026-024722,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-024722
INJ-0768,DQ-06,claim,CLM-2026-007881,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-007881
INJ-0769,DQ-06,claim,CLM-2026-002266,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002266
INJ-0770,DQ-06,claim,CLM-2026-014746,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014746
INJ-0771,DQ-06,claim,CLM-2026-021435,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021435
INJ-0772,DQ-06,claim,CLM-2026-023148,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-023148
INJ-0773,DQ-06,claim,CLM-2026-007197,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-007197
INJ-0774,DQ-06,claim,CLM-2026-005704,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005704
INJ-0775,DQ-06,claim,CLM-2026-010018,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-010018
INJ-0776,DQ-06,claim,CLM-2026-018090,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-018090
INJ-0777,DQ-06,claim,CLM-2026-005046,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-005046
INJ-0778,DQ-06,claim,CLM-2026-006917,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-006917
INJ-0779,DQ-06,claim,CLM-2026-004870,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004870
INJ-0780,DQ-06,claim,CLM-2026-000365,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-000365
INJ-0781,DQ-06,claim,CLM-2026-015716,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-015716
INJ-0782,DQ-06,claim,CLM-2026-021288,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021288
INJ-0783,DQ-06,claim,CLM-2026-003086,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003086
INJ-0784,DQ-06,claim,CLM-2026-022750,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-022750
INJ-0785,DQ-06,claim,CLM-2026-002127,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-002127
INJ-0786,DQ-06,claim,CLM-2026-013571,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013571
INJ-0787,DQ-06,claim,CLM-2026-014589,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-014589
INJ-0788,DQ-06,claim,CLM-2026-004468,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004468
INJ-0789,DQ-06,claim,CLM-2026-021625,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-021625
INJ-0790,DQ-06,claim,CLM-2026-003174,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-003174
INJ-0791,DQ-06,claim,CLM-2026-012823,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-012823
INJ-0792,DQ-06,claim,CLM-2026-009450,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-009450
INJ-0793,DQ-06,claim,CLM-2026-009605,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-009605
INJ-0794,DQ-06,claim,CLM-2026-013041,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-013041
INJ-0795,DQ-06,claim,CLM-2026-004025,Paid + patient responsibility + adjustment no longer balances to the billed amount on claim CLM-2026-004025
INJ-0796,DQ-07,claim,CLM-2026-021696,Paid amount exceeds the billed charge on claim CLM-2026-021696
INJ-0797,DQ-07,claim,CLM-2026-003706,Paid amount exceeds the billed charge on claim CLM-2026-003706
INJ-0798,DQ-07,claim,CLM-2026-020764,Paid amount exceeds the billed charge on claim CLM-2026-020764
INJ-0799,DQ-07,claim,CLM-2026-003746,Paid amount exceeds the billed charge on claim CLM-2026-003746
INJ-0800,DQ-07,claim,CLM-2026-015619,Paid amount exceeds the billed charge on claim CLM-2026-015619
INJ-0801,DQ-07,claim,CLM-2026-015171,Paid amount exceeds the billed charge on claim CLM-2026-015171
INJ-0802,DQ-07,claim,CLM-2026-006289,Paid amount exceeds the billed charge on claim CLM-2026-006289
INJ-0803,DQ-07,claim,CLM-2026-018685,Paid amount exceeds the billed charge on claim CLM-2026-018685
INJ-0804,DQ-07,claim,CLM-2026-023298,Paid amount exceeds the billed charge on claim CLM-2026-023298
INJ-0805,DQ-07,claim,CLM-2026-020479,Paid amount exceeds the billed charge on claim CLM-2026-020479
INJ-0806,DQ-07,claim,CLM-2026-015970,Paid amount exceeds the billed charge on claim CLM-2026-015970
INJ-0807,DQ-07,claim,CLM-2026-023837,Paid amount exceeds the billed charge on claim CLM-2026-023837
INJ-0808,DQ-07,claim,CLM-2026-019033,Paid amount exceeds the billed charge on claim CLM-2026-019033
INJ-0809,DQ-07,claim,CLM-2026-000676,Paid amount exceeds the billed charge on claim CLM-2026-000676
INJ-0810,DQ-07,claim,CLM-2026-000535,Paid amount exceeds the billed charge on claim CLM-2026-000535
INJ-0811,DQ-07,claim,CLM-2026-009083,Paid amount exceeds the billed charge on claim CLM-2026-009083
INJ-0812,DQ-07,claim,CLM-2026-017518,Paid amount exceeds the billed charge on claim CLM-2026-017518
INJ-0813,DQ-07,claim,CLM-2026-017103,Paid amount exceeds the billed charge on claim CLM-2026-017103
INJ-0814,DQ-07,claim,CLM-2026-006168,Paid amount exceeds the billed charge on claim CLM-2026-006168
INJ-0815,DQ-07,claim,CLM-2026-021041,Paid amount exceeds the billed charge on claim CLM-2026-021041
INJ-0816,DQ-07,claim,CLM-2026-006648,Paid amount exceeds the billed charge on claim CLM-2026-006648
INJ-0817,DQ-07,claim,CLM-2026-017521,Paid amount exceeds the billed charge on claim CLM-2026-017521
INJ-0818,DQ-07,claim,CLM-2026-016687,Paid amount exceeds the billed charge on claim CLM-2026-016687
INJ-0819,DQ-07,claim,CLM-2026-007453,Paid amount exceeds the billed charge on claim CLM-2026-007453
INJ-0820,DQ-07,claim,CLM-2026-020300,Paid amount exceeds the billed charge on claim CLM-2026-020300
INJ-0821,DQ-07,claim,CLM-2026-023872,Paid amount exceeds the billed charge on claim CLM-2026-023872
INJ-0822,DQ-07,claim,CLM-2026-010567,Paid amount exceeds the billed charge on claim CLM-2026-010567
INJ-0823,DQ-07,claim,CLM-2026-009158,Paid amount exceeds the billed charge on claim CLM-2026-009158
INJ-0824,DQ-07,claim,CLM-2026-018175,Paid amount exceeds the billed charge on claim CLM-2026-018175
INJ-0825,DQ-07,claim,CLM-2026-021795,Paid amount exceeds the billed charge on claim CLM-2026-021795
INJ-0826,DQ-07,claim,CLM-2026-012291,Paid amount exceeds the billed charge on claim CLM-2026-012291
INJ-0827,DQ-07,claim,CLM-2026-018753,Paid amount exceeds the billed charge on claim CLM-2026-018753
INJ-0828,DQ-07,claim,CLM-2026-001641,Paid amount exceeds the billed charge on claim CLM-2026-001641
INJ-0829,DQ-07,claim,CLM-2026-016231,Paid amount exceeds the billed charge on claim CLM-2026-016231
INJ-0830,DQ-07,claim,CLM-2026-023141,Paid amount exceeds the billed charge on claim CLM-2026-023141
INJ-0831,DQ-07,claim,CLM-2026-003029,Paid amount exceeds the billed charge on claim CLM-2026-003029
INJ-0832,DQ-07,claim,CLM-2026-014084,Paid amount exceeds the billed charge on claim CLM-2026-014084
INJ-0833,DQ-07,claim,CLM-2026-017153,Paid amount exceeds the billed charge on claim CLM-2026-017153
INJ-0834,DQ-07,claim,CLM-2026-009464,Paid amount exceeds the billed charge on claim CLM-2026-009464
INJ-0835,DQ-07,claim,CLM-2026-006315,Paid amount exceeds the billed charge on claim CLM-2026-006315
INJ-0836,DQ-07,claim,CLM-2026-003866,Paid amount exceeds the billed charge on claim CLM-2026-003866
INJ-0837,DQ-07,claim,CLM-2026-015183,Paid amount exceeds the billed charge on claim CLM-2026-015183
INJ-0838,DQ-07,claim,CLM-2026-007353,Paid amount exceeds the billed charge on claim CLM-2026-007353
INJ-0839,DQ-07,claim,CLM-2026-013501,Paid amount exceeds the billed charge on claim CLM-2026-013501
INJ-0840,DQ-07,claim,CLM-2026-013273,Paid amount exceeds the billed charge on claim CLM-2026-013273
INJ-0841,DQ-08,claim,CLM-2026-022099,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-022099
INJ-0842,DQ-08,claim,CLM-2026-003697,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-003697
INJ-0843,DQ-08,claim,CLM-2026-014206,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014206
INJ-0844,DQ-08,claim,CLM-2026-011507,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-011507
INJ-0845,DQ-08,claim,CLM-2026-004794,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-004794
INJ-0846,DQ-08,claim,CLM-2026-001305,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-001305
INJ-0847,DQ-08,claim,CLM-2026-009578,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-009578
INJ-0848,DQ-08,claim,CLM-2026-009113,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-009113
INJ-0849,DQ-08,claim,CLM-2026-001812,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-001812
INJ-0850,DQ-08,claim,CLM-2026-023692,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023692
INJ-0851,DQ-08,claim,CLM-2026-005136,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005136
INJ-0852,DQ-08,claim,CLM-2026-014768,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014768
INJ-0853,DQ-08,claim,CLM-2026-020219,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-020219
INJ-0854,DQ-08,claim,CLM-2026-002533,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-002533
INJ-0855,DQ-08,claim,CLM-2026-010013,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-010013
INJ-0856,DQ-08,claim,CLM-2026-023556,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023556
INJ-0857,DQ-08,claim,CLM-2026-016664,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-016664
INJ-0858,DQ-08,claim,CLM-2026-005274,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005274
INJ-0859,DQ-08,claim,CLM-2026-023604,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023604
INJ-0860,DQ-08,claim,CLM-2026-003104,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-003104
INJ-0861,DQ-08,claim,CLM-2026-024110,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-024110
INJ-0862,DQ-08,claim,CLM-2026-015308,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-015308
INJ-0863,DQ-08,claim,CLM-2026-018795,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-018795
INJ-0864,DQ-08,claim,CLM-2026-001553,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-001553
INJ-0865,DQ-08,claim,CLM-2026-020735,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-020735
INJ-0866,DQ-08,claim,CLM-2026-010655,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-010655
INJ-0867,DQ-08,claim,CLM-2026-000257,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-000257
INJ-0868,DQ-08,claim,CLM-2026-023290,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023290
INJ-0869,DQ-08,claim,CLM-2026-008138,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008138
INJ-0870,DQ-08,claim,CLM-2026-004745,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-004745
INJ-0871,DQ-08,claim,CLM-2026-005225,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005225
INJ-0872,DQ-08,claim,CLM-2026-007943,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-007943
INJ-0873,DQ-08,claim,CLM-2026-008184,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008184
INJ-0874,DQ-08,claim,CLM-2026-017775,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-017775
INJ-0875,DQ-08,claim,CLM-2026-009421,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-009421
INJ-0876,DQ-08,claim,CLM-2026-010463,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-010463
INJ-0877,DQ-08,claim,CLM-2026-018154,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-018154
INJ-0878,DQ-08,claim,CLM-2026-022722,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-022722
INJ-0879,DQ-08,claim,CLM-2026-019162,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019162
INJ-0880,DQ-08,claim,CLM-2026-014245,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014245
INJ-0881,DQ-08,claim,CLM-2026-009134,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-009134
INJ-0882,DQ-08,claim,CLM-2026-024884,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-024884
INJ-0883,DQ-08,claim,CLM-2026-018762,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-018762
INJ-0884,DQ-08,claim,CLM-2026-011797,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-011797
INJ-0885,DQ-08,claim,CLM-2026-015631,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-015631
INJ-0886,DQ-08,claim,CLM-2026-024769,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-024769
INJ-0887,DQ-08,claim,CLM-2026-005262,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005262
INJ-0888,DQ-08,claim,CLM-2026-019174,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019174
INJ-0889,DQ-08,claim,CLM-2026-008239,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008239
INJ-0890,DQ-08,claim,CLM-2026-022188,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-022188
INJ-0891,DQ-08,claim,CLM-2026-009057,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-009057
INJ-0892,DQ-08,claim,CLM-2026-014921,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014921
INJ-0893,DQ-08,claim,CLM-2026-018749,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-018749
INJ-0894,DQ-08,claim,CLM-2026-006880,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-006880
INJ-0895,DQ-08,claim,CLM-2026-020959,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-020959
INJ-0896,DQ-08,claim,CLM-2026-007173,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-007173
INJ-0897,DQ-08,claim,CLM-2026-011161,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-011161
INJ-0898,DQ-08,claim,CLM-2026-016464,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-016464
INJ-0899,DQ-08,claim,CLM-2026-004133,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-004133
INJ-0900,DQ-08,claim,CLM-2026-014027,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014027
INJ-0901,DQ-08,claim,CLM-2026-016611,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-016611
INJ-0902,DQ-08,claim,CLM-2026-018957,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-018957
INJ-0903,DQ-08,claim,CLM-2026-020867,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-020867
INJ-0904,DQ-08,claim,CLM-2026-019667,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019667
INJ-0905,DQ-08,claim,CLM-2026-006670,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-006670
INJ-0906,DQ-08,claim,CLM-2026-017805,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-017805
INJ-0907,DQ-08,claim,CLM-2026-021932,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-021932
INJ-0908,DQ-08,claim,CLM-2026-005263,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005263
INJ-0909,DQ-08,claim,CLM-2026-001535,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-001535
INJ-0910,DQ-08,claim,CLM-2026-001049,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-001049
INJ-0911,DQ-08,claim,CLM-2026-005626,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005626
INJ-0912,DQ-08,claim,CLM-2026-010972,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-010972
INJ-0913,DQ-08,claim,CLM-2026-005644,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005644
INJ-0914,DQ-08,claim,CLM-2026-001947,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-001947
INJ-0915,DQ-08,claim,CLM-2026-006585,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-006585
INJ-0916,DQ-08,claim,CLM-2026-016209,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-016209
INJ-0917,DQ-08,claim,CLM-2026-013000,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-013000
INJ-0918,DQ-08,claim,CLM-2026-022658,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-022658
INJ-0919,DQ-08,claim,CLM-2026-019530,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019530
INJ-0920,DQ-08,claim,CLM-2026-004293,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-004293
INJ-0921,DQ-08,claim,CLM-2026-000159,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-000159
INJ-0922,DQ-08,claim,CLM-2026-002285,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-002285
INJ-0923,DQ-08,claim,CLM-2026-014458,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-014458
INJ-0924,DQ-08,claim,CLM-2026-019632,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-019632
INJ-0925,DQ-08,claim,CLM-2026-010428,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-010428
INJ-0926,DQ-08,claim,CLM-2026-002697,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-002697
INJ-0927,DQ-08,claim,CLM-2026-023779,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-023779
INJ-0928,DQ-08,claim,CLM-2026-008257,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-008257
INJ-0929,DQ-08,claim,CLM-2026-005338,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-005338
INJ-0930,DQ-08,claim,CLM-2026-009659,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-009659
INJ-0931,DQ-08,claim,CLM-2026-021985,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-021985
INJ-0932,DQ-08,claim,CLM-2026-012993,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-012993
INJ-0933,DQ-08,claim,CLM-2026-000773,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-000773
INJ-0934,DQ-08,claim,CLM-2026-017438,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-017438
INJ-0935,DQ-08,claim,CLM-2026-021051,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-021051
INJ-0936,DQ-08,claim,CLM-2026-021956,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-021956
INJ-0937,DQ-08,claim,CLM-2026-012375,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-012375
INJ-0938,DQ-08,claim,CLM-2026-000370,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-000370
INJ-0939,DQ-08,claim,CLM-2026-020584,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-020584
INJ-0940,DQ-08,claim,CLM-2026-022414,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-022414
INJ-0941,DQ-08,claim,CLM-2026-002278,Allowed amount is more than 10% below the contracted expectation on claim CLM-2026-002278
